# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "1" "-p" "-B" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "unzipped.gtf" "-o" "SRR453566_featurecounts.txt" "SRR453566_final_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566_final_sorted.bam
YNL052W	XIV	531725	532186	+	462	2404
YNL120C	XIV	401033	401518	-	486	0
YNL002C	XIV	626174	627142	-	969	2222
YNL311C	XIV	49397	51688	-	2292	623
YNR007C	XIV	639182	640114	-	933	282
YNL291C	XIV	84169	85815	-	1647	658
YNL195C	XIV	271523	272308	-	786	61
YNL087W	XIV	462411	465947	+	3537	3747
tF(GAA)N	XIV;XIV	374869;374924	374905;374959	+;+	73	2
YNL217W	XIV	240331	241311	+	981	905
YNL029C	XIV	577205	578773	-	1569	442
YNR028W	XIV	676177	677103	+	927	589
YNL009W	XIV	614821	616083	+	1263	104
YNL024C-A	XIV	586602	586820	-	219	699
YNL334C	XIV	12208	12876	-	669	42
YNL319W	XIV	38642	39082	+	441	9
YNL295W	XIV	76946	78520	+	1575	452
tN(GUU)N2	XIV	632599	632672	+	74	0
YNL192W	XIV	276502	279897	+	3396	3601
YNL149C	XIV	349367	349756	-	390	166
YNL071W	XIV	491523	492971	+	1449	3180
YNL089C	XIV	456693	457169	-	477	21
YNL308C	XIV	54122	55897	-	1776	2286
YNL239W	XIV	200569	201933	+	1365	1244
YNL275W	XIV	119268	120998	+	1731	336
YNR071C	XIV	770440	771468	-	1029	0
YNL226W	XIV	222239	222649	+	411	2
YNL040W	XIV	553380	554750	+	1371	778
YNL117W	XIV	406358	408022	+	1665	60
YNL050C	XIV;XIV	534079;534966	534874;534982	-;-	813	416
YNL086W	XIV	466334	466642	+	309	97
YNL017C	XIV	602138	602476	-	339	3
YNR070W	XIV	765375	769376	+	4002	0
YNR067C	XIV	755746	759099	-	3354	1916
YNL305C	XIV	58898	59791	-	894	474
YNL015W	XIV	605384	605611	+	228	453
YNL146C-A	XIV	351386	351580	-	195	33
YNL063W	XIV	507758	508702	+	945	209
YNL294C	XIV	78659	80260	-	1602	721
YNR046W	XIV	707788	708195	+	408	526
YNL167C	XIV	319416	321359	-	1944	660
YNL280C	XIV	109095	110411	-	1317	1711
YNR002C	XIV	633008	633856	-	849	159
YNL036W	XIV	559814	560479	+	666	2090
YNL075W	XIV	485607	486479	+	873	880
YNR058W	XIV	734291	735733	+	1443	213
YNL054W	XIV	526086	529583	+	3498	728
YNR006W	XIV	636986	638854	+	1869	462
YNR042W	XIV	701238	701666	+	429	0
YNL261W	XIV	155100	156539	+	1440	448
YNL188W	XIV	286308	287609	+	1302	519
YNL146W	XIV	351715	352017	+	303	97
YNL228W	XIV	220645	221421	+	777	0
YNL211C	XIV	250055	250315	-	261	106
YNR021W	XIV	668377	669591	+	1215	2974
YNL201C	XIV	260627	263203	-	2577	644
YNR033W	XIV	687635	689998	+	2364	923
YNR034W	XIV	690321	691286	+	966	248
YNL272C	XIV	126805	129084	-	2280	1107
YNL245C	XIV	186346	186885	-	540	169
YNR074C	XIV	777602	778738	-	1137	0
YNL123W	XIV	394685	397678	+	2994	1579
YNR016C	XIV	654673	661374	-	6702	13810
YNL223W	XIV	227370	228854	+	1485	160
YNR032C-A	XIV	687243	687464	-	222	211
YNL133C	XIV	374171	374692	-	522	167
YNL178W	XIV	302680	303402	+	723	24484
YNL065W	XIV	503724	505484	+	1761	536
YNR043W	XIV	701895	703085	+	1191	2712
YNL021W	XIV	593227	595347	+	2121	669
YNL124W	XIV	392892	394370	+	1479	600
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	754
YNL143C	XIV	356794	357186	-	393	60
YNL251C	XIV	172588	174315	-	1728	885
snR40	XIV	89210	89306	+	97	14
YNL299W	XIV	66517	68445	+	1929	585
snR19	XIV	230105	230672	-	568	86
YNR049C	XIV	713023	713655	-	633	321
YNL163C	XIV	326741	330073	-	3333	1041
YNR073C	XIV	774792	776300	-	1509	8
YNL127W	XIV	383987	386848	+	2862	666
YNL118C	XIV	402652	405564	-	2913	1766
tT(AGU)N2	XIV	560693	560765	-	73	0
YNL189W	XIV	284260	285888	+	1629	2038
YNL290W	XIV	86218	87240	+	1023	846
YNR025C	XIV	672702	673061	-	360	19
YNL250W	XIV	175410	179348	+	3939	466
YNL314W	XIV	44447	45214	+	768	171
YNL227C	XIV	220659	222431	-	1773	309
YNL218W	XIV	238238	240001	+	1764	363
YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	1580
YNR023W	XIV	670418	672118	+	1701	521
YNL092W	XIV	450871	452073	+	1203	74
YNL324W	XIV	31050	31445	+	396	1
YNL233W	XIV	211922	214600	+	2679	701
YNL155W	XIV	342516	343340	+	825	1458
YNL020C	XIV	595623	597539	-	1917	523
YNL076W	XIV	483556	485310	+	1755	553
YNL200C	XIV	263713	264453	-	741	152
YNL177C	XIV	303686	304615	-	930	1354
YNL077W	XIV	481391	482977	+	1587	403
YNL293W	XIV	80640	82541	+	1902	429
YNL098C	XIV	439602	440570	-	969	1996
YNR004W	XIV	635943	636383	+	441	99
YNL049C	XIV	535281	537911	-	2631	845
YNR019W	XIV	665339	667267	+	1929	3212
YNL031C	XIV	575640	576050	-	411	10021
YNL019C	XIV	598376	599230	-	855	16
YNL214W	XIV	245617	246216	+	600	126
YNL006W	XIV	620067	620978	+	912	630
YNR030W	XIV	678799	680454	+	1656	1078
YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	500
YNL090W	XIV	456565	457143	+	579	207
YNL151C	XIV	347766	348521	-	756	768
YNL254C	XIV	168043	169248	-	1206	279
YNR008W	XIV	640396	642381	+	1986	997
YNR038W	XIV	695595	697484	+	1890	638
YNR003W-A	XIV	634420	634518	+	99	0
YNL307C	XIV	56446	57573	-	1128	2092
YNL131W	XIV	378767	379225	+	459	1752
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	218
YNL175C	XIV	307401	308612	-	1212	700
YNL042W	XIV	548100	549290	+	1191	247
YNL022C	XIV	591427	592899	-	1473	687
YNL056W	XIV	517249	517842	+	594	498
YNL011C	XIV	611836	613170	-	1335	254
YNL329C	XIV	19541	22633	-	3093	784
YNL074C	XIV	486766	488124	-	1359	769
YNL093W	XIV	449868	450530	+	663	27
YNR047W	XIV	708523	711204	+	2682	401
YNL183C	XIV	293137	295509	-	2373	1209
YNL057W	XIV	516403	516735	+	333	1
YNL238W	XIV	202428	204872	+	2445	1301
YNL154C	XIV	343636	345276	-	1641	2061
YNL267W	XIV	140878	144078	+	3201	1254
tP(UGG)N2	XIV;XIV	568115;568182	568150;568217	+;+	72	6
YNL014W	XIV	606319	609453	+	3135	112
NME1	XIV	585587	585926	+	340	51
YNL078W	XIV	479768	480991	+	1224	475
YNL209W	XIV	252059	253900	+	1842	16066
YNL253W	XIV	170018	171286	+	1269	378
YNL173C	XIV	308957	310057	-	1101	844
YNL066W	XIV	501515	502777	+	1263	1899
YNL321W	XIV	34696	37422	+	2727	980
YNR054C	XIV	723356	724306	-	951	456
YNR072W	XIV	772657	774351	+	1695	0
YNR076W	XIV	781918	782280	+	363	0
YNR031C	XIV	680694	685433	-	4740	1014
YNL110C	XIV	417826	418488	-	663	1046
YNL232W	XIV	214923	215801	+	879	704
YNL262W	XIV	148212	154880	+	6669	1183
YNL142W	XIV	357453	358952	+	1500	1909
YNL129W	XIV	381480	382202	+	723	357
YNR014W	XIV	652465	653103	+	639	109
YNL005C	XIV	621313	622428	-	1116	1845
YNL174W	XIV	308074	308646	+	573	0
YNL335W	XIV	11452	12129	+	678	18
YNL240C	XIV	198502	199977	-	1476	500
YNL318C	XIV	38707	40329	-	1623	0
YNL256W	XIV	164623	167097	+	2475	1549
YNL012W	XIV;XIV	609686;609875	609790;611665	+;+	1896	183
YNR029C	XIV	677199	678488	-	1290	565
YNL130C-A	XIV	381245	381391	-	147	28
YNL107W	XIV	420098	420778	+	681	229
YNR065C	XIV	750350	753700	-	3351	745
YNL332W	XIV	14832	15854	+	1023	22
YNL023C	XIV	588263	591160	-	2898	900
YNR056C	XIV	731618	733303	-	1686	147
YNL186W	XIV	289498	291876	+	2379	1782
YNL153C	XIV	345669	346058	-	390	917
YNL130C	XIV;XIV	379558;380782	380689;380831	-;-	1182	2689
YNL088W	XIV	457704	461990	+	4287	1749
YNL216W	XIV	241689	244172	+	2484	1154
YNL276C	XIV	118431	118826	-	396	11
YNL108C	XIV	419014	419826	-	813	120
YNL252C	XIV	171441	172286	-	846	913
YNL181W	XIV	298335	299558	+	1224	772
YNL197C	XIV	267608	269593	-	1986	1220
YNL064C	XIV	505868	507097	-	1230	6138
YNL202W	XIV	259578	260456	+	879	49
YNL283C	XIV	105184	106695	-	1512	1179
YNL147W	XIV;XIV	350940;351054	350957;351383	+;+	348	551
YNL286W	XIV	95223	96080	+	858	339
YNL337W	XIV	7165	7419	+	255	0
YNL322C	XIV	33294	34235	-	942	1051
YNL158W	XIV	339612	340208	+	597	379
YNL168C	XIV	318030	318809	-	780	555
YNL259C	XIV	157644	157865	-	222	917
YNR022C	XIV	669774	670193	-	420	718
YNR077C	XIV	783287	783541	-	255	1
YNL068C	XIV	495701	498289	-	2589	710
tI(AAU)N2	XIV	602312	602385	+	74	0
YNL037C	XIV	557920	559002	-	1083	3213
YNL085W	XIV	467131	469623	+	2493	1836
YNL051W	XIV	532659	533870	+	1212	438
YNL148C	XIV	349907	350671	-	765	195
YNR075C-A	XIV	781511	781603	-	93	25
YNL255C	XIV	167329	167790	-	462	2686
YNL070W	XIV	493366	493548	+	183	653
tD(GUC)N	XIV	519099	519169	-	71	12
tT(AGU)N1	XIV	104805	104877	+	73	4
YNL271C	XIV	129522	135383	-	5862	1527
YNL198C	XIV	266514	266816	-	303	23
YNR018W	XIV	664270	664944	+	675	810
YNL327W	XIV	24048	27173	+	3126	4012
YNL236W	XIV	206930	209854	+	2925	516
YNR001W-A	XIV	631263	631481	+	219	2
YNL053W	XIV	529942	531411	+	1470	430
YNL281W	XIV	108467	108928	+	462	1880
YNL279W	XIV	110917	112902	+	1986	148
YNL156C	XIV	341069	341968	-	900	1326
YNL260C	XIV	156859	157455	-	597	175
YNL222W	XIV	229094	229714	+	621	337
YNL235C	XIV	209548	209979	-	432	1
YNR059W	XIV	736803	738545	+	1743	305
YNR044W	XIV	703699	705876	+	2178	410
YNL225C	XIV	222724	224469	-	1746	505
YNL215W	XIV	244468	245430	+	963	760
YNL326C	XIV	27337	28347	-	1011	313
YNL100W	XIV	437613	438317	+	705	942
YNR009W	XIV	642690	643439	+	750	339
YNR066C	XIV	753725	755035	-	1311	255
YNL339W-A	XIV	1517	2092	+	576	0
snR66	XIV	586090	586175	+	86	33
YNL266W	XIV	144245	144664	+	420	4
YNL292W	XIV	82806	84017	+	1212	593
YNL242W	XIV	191324	196102	+	4779	409
YNR057C	XIV	733356	734069	-	714	234
tG(UCC)N	XIV	96241	96312	-	72	0
YNL067W-B	XIV	499417	499557	+	141	0
YNL166C	XIV	322219	323565	-	1347	1095
YNL111C	XIV	416940	417302	-	363	2479
YNL069C	XIV;XIV	493956;494974	494524;495001	-;-	597	13148
YNL277W-A	XIV	116679	116867	+	189	26
YNL128W	XIV	382359	383663	+	1305	60
YNL300W	XIV	65744	66052	+	309	532
YNL179C	XIV	300666	301103	-	438	118
YNR050C	XIV	714048	715388	-	1341	10184
snR49	XIV	716120	716284	+	165	89
YNL138W	XIV	366741	368321	+	1581	1899
YNR048W	XIV	711630	712811	+	1182	286
YNL302C	XIV;XIV	61958;62924	62372;62943	-;-	435	12783
YNL045W	XIV	542963	544978	+	2016	605
YNL125C	XIV	390146	392167	-	2022	334
YNL207W	XIV	255353	256630	+	1278	743
YNR011C	XIV	644320	646950	-	2631	465
YNL241C	XIV	196426	197943	-	1518	5204
YNL112W	XIV;XIV	413639;415914	414911;416281	+;+	1641	2835
YNL249C	XIV	179394	181022	-	1629	275
YNL270C	XIV	135940	137661	-	1722	12
YNL115C	XIV	410119	412053	-	1935	668
YNL073W	XIV	488386	490116	+	1731	805
YNL082W	XIV	473391	476012	+	2622	473
YNL097C-B	XIV	440797	440919	-	123	107
YNR034W-A	XIV	692561	692857	+	297	59
YNL296W	XIV	76273	76587	+	315	0
YNL138W-A	XIV;XIV	366033;366158	366035;366412	+;+	258	128
YNL196C	XIV	270275	271171	-	897	63
YNL109W	XIV	418964	419509	+	546	5
YNL101W	XIV	434999	437140	+	2142	1398
YNR012W	XIV	647432	648937	+	1506	705
YNL114C	XIV	412684	413055	-	372	1
YNL237W	XIV	205188	206567	+	1380	248
YNL084C	XIV	470053	471102	-	1050	1259
YNL289W	XIV	87897	88736	+	840	704
YNL171C	XIV	315629	315997	-	369	0
YNL208W	XIV	254418	255017	+	600	2250
YNL010W	XIV	613635	614360	+	726	1784
YNL134C	XIV	372451	373581	-	1131	1953
YNR053C	XIV;XIV	721120;722303	721770;723112	-;-	1461	2596
tP(AGG)N	XIV	631846	631917	-	72	1
YNL231C	XIV	215987	217042	-	1056	2009
YNL230C	XIV	217523	218662	-	1140	286
YNL339W-B	XIV	734	1216	+	483	0
YNL258C	XIV	158109	160373	-	2265	1025
YNL328C	XIV	22834	23274	-	441	65
YNL081C	XIV	476188	476619	-	432	843
YNR037C	XIV	695052	695327	-	276	406
YNR063W	XIV	746943	748766	+	1824	101
YNL339C	XIV;XIV	371;6080	5931;6098	-;-	5580	1
YNR060W	XIV	739951	742110	+	2160	203
YNL287W	XIV	91994	94801	+	2808	2780
YNL095C	XIV	444912	446840	-	1929	460
YNL096C	XIV;XIV	443398;444172	443826;444315	-;-	573	6018
YNL282W	XIV	107687	108274	+	588	218
YNL047C	XIV	539911	541881	-	1971	502
YNL139C	XIV	360924	365717	-	4794	723
tP(UGG)N1	XIV;XIV	547094;547161	547129;547196	+;+	72	1
YNL298W	XIV	68915	71443	+	2529	747
YNL113W	XIV	412771	413199	+	429	165
YNR003C	XIV	634344	635297	-	954	452
YNL316C	XIV	42071	43075	-	1005	381
YNL016W	XIV	602907	604268	+	1362	2826
YNL330C	XIV	18001	19302	-	1302	1144
YNR010W	XIV	643744	644193	+	450	129
YNL172W	XIV	310636	315882	+	5247	553
YNL132W	XIV	375321	378491	+	3171	1858
YNR027W	XIV	674923	675876	+	954	337
YNL083W	XIV	471377	472861	+	1485	440
YNL013C	XIV	609133	609510	-	378	0
YNL164C	XIV	325265	326320	-	1056	396
YNL274C	XIV	121118	122170	-	1053	329
YNL176C	XIV	305070	306980	-	1911	805
YNR061C	XIV	742881	743540	-	660	610
YNL303W	XIV	61510	61857	+	348	95
YNR035C	XIV	693019	694047	-	1029	1985
YNL160W	XIV	336545	337609	+	1065	344
YNR024W	XIV	672409	672969	+	561	109
YNL024C	XIV	587107	587847	-	741	91
YNL018C	XIV	599936	601774	-	1839	10
YNL033W	XIV	572999	573853	+	855	9
YNL141W	XIV	359596	360639	+	1044	1416
YNL320W	XIV	37700	38554	+	855	438
YNL204C	XIV	258375	259277	-	903	62
YNL106C	XIV	420944	424495	-	3552	368
YNL338W	XIV	6561	6719	+	159	0
YNL161W	XIV	332597	334867	+	2271	1182
YNL247W	XIV	182875	185178	+	2304	2918
YNL285W	XIV	96173	96544	+	372	13
YNL062C	XIV	508776	510212	-	1437	783
YNL325C	XIV	28739	31378	-	2640	284
YNL046W	XIV	542304	542822	+	519	270
YNL032W	XIV	574506	575351	+	846	531
YNL135C	XIV	371882	372226	-	345	2636
YNL212W	XIV	247461	249809	+	2349	1170
YNL243W	XIV	188051	190957	+	2907	2164
YNL103W	XIV	427735	429753	+	2019	1088
YNL144W-A	XIV	353061	353144	+	84	0
YNL333W	XIV	13267	14163	+	897	62
YNL027W	XIV	579580	581616	+	2037	593
YNL278W	XIV	113271	116453	+	3183	444
YNL144C	XIV	352820	355042	-	2223	145
YNL159C	XIV	338478	339347	-	870	302
YNL220W	XIV	234413	235714	+	1302	8600
YNL184C	XIV	292557	292883	-	327	2
YNL336W	XIV	8330	9475	+	1146	410
YNL264C	XIV	145563	146615	-	1053	365
YNL136W	XIV	370368	371645	+	1278	670
YNL185C	XIV	292193	292669	-	477	377
YNL219C	XIV	235996	237663	-	1668	1020
YNL079C	XIV	478566	479165	-	600	4497
YNL244C	XIV	187170	187496	-	327	3265
YNL054W-B	XIV	519456	524706	+	5251	1141
YNL284C-B	XIV	96964	102232	-	5269	500
YNL284C-A	XIV	100910	102232	-	1323	0
YNL054W-A	XIV	519456	520778	+	1323	0
YJL160C	X	117962	118825	-	864	32
YJL204C	X	50629	53151	-	2523	287
YJR105W	X	623581	624603	+	1023	5511
YJR129C	X	664000	665019	-	1020	156
YJL139C	X	151713	152999	-	1287	429
YJL062W-A	X	316723	316980	+	258	492
YJL110C	X	209922	211577	-	1656	614
YJR088C	X	586495	587373	-	879	536
YJL213W	X	32163	33158	+	996	766
YJR046W	X	522048	523862	+	1815	762
YJL020C	X	398937	402410	-	3474	1551
YJL187C	X	76803	79262	-	2460	953
YJR131W	X	667644	669293	+	1650	446
YJL133W	X	160619	161563	+	945	449
YJL086C	X	272478	272846	-	369	1
YJR053W	X	534027	535751	+	1725	221
YJR044C	X	518763	519185	-	423	873
YJR100C	X	616351	617334	-	984	542
YJR012C	X	459795	460418	-	624	130
YJR067C	X	567019	567444	-	426	248
YJR146W	X	703885	704238	+	354	32
YJR140W-A	X	690961	691110	+	150	0
YJR130C	X	665218	667137	-	1920	797
YJR069C	X	568806	569399	-	594	861
tV(AAC)J	X	378360	378433	+	74	4
YJR120W	X	647126	647476	+	351	553
YJL186W	X	80155	81915	+	1761	1447
YJL008C	X	419957	421663	-	1707	2500
YJL061W	X	320016	322157	+	2142	1140
YJR085C	X	585120	585437	-	318	740
YJR040W	X	507746	510085	+	2340	724
YJL189W	X;X	75933;76325	75938;76474	+;+	156	43
YJR039W	X	503936	507301	+	3366	222
YJL202C	X	53943	54290	-	348	13
YJL009W	X	419855	420181	+	327	30
YJR005W	X	445923	448025	+	2103	851
YJL006C	X	423138	424109	-	972	188
YJR150C	X	708811	709707	-	897	2
YJR098C	X	613186	615156	-	1971	265
YJL103C	X	229025	230881	-	1857	275
YJL156C	X	126853	128952	-	2100	745
YJL185C	X	82095	82976	-	882	95
YJL135W	X	157877	158194	+	318	5
YJR138W	X	684567	689321	+	4755	647
YJL108C	X	217705	218856	-	1152	483
YJR037W	X	503102	503485	+	384	8
YJR079W	X;X	580205;581053	580347;581239	+;+	330	25
YJR049C	X	526884	528476	-	1593	490
YJR008W	X	452430	453446	+	1017	236
YJR023C	X	469804	470205	-	402	0
YJR002W	X	438865	440646	+	1782	1668
YJR145C	X;X	702027;703055	702798;703068	-;-	786	16664
YJR048W	X	526335	526664	+	330	5433
YJR009C	X	453683	454681	-	999	38177
YJL222W-A	X	9452	9679	+	228	0
YJL173C	X	96161	96529	-	369	602
YJR014W	X	461829	462425	+	597	901
YJR135W-A	X	676971	677234	+	264	566
YJR045C	X	519638	521602	-	1965	10699
YJL176C	X	92053	94530	-	2478	856
YJL193W	X	71366	72574	+	1209	430
YJR128W	X	662921	663280	+	360	26
YJL159W	X	120449	121690	+	1242	4999
YJL030W	X	387657	388247	+	591	372
YJL047C	X	349580	352108	-	2529	292
YJL194W	X	69338	70879	+	1542	190
YJL195C	X	69241	69942	-	702	0
YJR108W	X	628712	629083	+	372	25
YJL199C	X	59856	60182	-	327	61
YJL216C	X	24341	26086	-	1746	87
YJL011C	X	414285	414770	-	486	428
YJR060W	X	548759	549814	+	1056	431
YJR119C	X	644304	646490	-	2187	220
YJR092W	X	598735	603078	+	4344	1379
YJL051W	X	339787	342255	+	2469	632
YJR071W	X	570405	570773	+	369	6
YJR115W	X	639942	640451	+	510	54
YJL010C	X	417562	419562	-	2001	721
YJL084C	X	274862	278002	-	3141	431
YJR030C	X	483959	486196	-	2238	556
YJL119C	X	191572	191895	-	324	5
YJL221C	X	16767	18536	-	1770	0
YJR140C	X	690750	695696	-	4947	599
YJR161C	X	742848	743999	-	1152	209
YJL136C	X;X	156550;157250	156789;157273	-;-	264	7281
tR(ACG)J	X	233939	234011	+	73	0
YJL146W	X	143292	144701	+	1410	372
YJL060W	X	323386	324720	+	1335	2341
tW(CCA)J	X;X	415931;416001	415966;416036	-;-	72	0
YJL117W	X	192531	193466	+	936	1225
YJL149W	X	137379	139370	+	1992	416
YJR063W	X	555195	555572	+	378	492
YJL067W	X	314084	314434	+	351	20
YJL164C	X	109966	111159	-	1194	227
YJL223C	X	8776	9138	-	363	0
YJL079C	X	289875	290774	-	900	644
snR3	X	663749	663942	+	194	34
YJL156W-A	X	126604	126825	+	222	88
YJL106W	X	221390	223327	+	1938	77
YJL171C	X	99704	100894	-	1191	1234
YJL058C	X	326242	327873	-	1632	208
tL(UAG)J	X;X	617919;617976	617956;618019	+;+	82	1
YJL132W	X	161914	164166	+	2253	107
YJL172W	X	97737	99467	+	1731	1217
YJR114W	X	638659	639051	+	393	4
YJL093C	X	254737	256812	-	2076	648
YJL163C	X	111666	113333	-	1668	176
YJR153W	X	722815	723900	+	1086	107
YJL179W	X	88787	89116	+	330	435
YJR080C	X	580432	581616	-	1185	689
YJL037W	X	376662	377336	+	675	22
YJL104W	X	227327	227776	+	450	954
YJL050W	X	342522	345743	+	3222	2234
YJL002C	X	433221	434651	-	1431	3213
YJR084W	X	583733	585004	+	1272	459
YJL220W	X	18243	18695	+	453	0
YJR034W	X	496683	497009	+	327	269
YJR019C	X	467232	468281	-	1050	186
YJR093C	X	603220	604203	-	984	367
YJL201W	X	54379	56178	+	1800	560
YJL161W	X	117245	117787	+	543	46
YJR021C	X;X	468555;469264	469183;469579	-;-	945	164
YJL070C	X	307971	310637	-	2667	306
snR128	X	139566	139691	-	126	35
YJL029C	X	388385	390853	-	2469	740
YJR010W	X	456239	457774	+	1536	10426
YJR151W-A	X	717580	717630	+	51	0
tD(GUC)J3	X	374424	374495	-	72	0
YJR144W	X	700882	701691	+	810	675
YJL073W	X	303181	305118	+	1938	647
YJL022W	X	398109	398417	+	309	0
YJR038C	X	503710	504072	-	363	7
snR37	X	228094	228479	-	386	61
YJR094W-A	X;X	608305;608582	608306;608858	+;+	279	5894
YJL052W	X	338271	339269	+	999	947
YJR139C	X	689445	690524	-	1080	4850
YJR158W	X	732440	734143	+	1704	0
YJL089W	X	265926	268415	+	2490	130
YJL077W-B	X	294047	294145	+	99	29
YJL016W	X	405588	407273	+	1686	462
YJL127W-A	X	180194	180310	+	117	87
YJR007W	X	451020	451934	+	915	1743
tA(AGC)J	X	197313	197385	-	73	2
YJR096W	X	611195	612043	+	849	281
YJL032W	X	386348	386662	+	315	0
YJR065C	X	557809	559158	-	1350	1634
YJL019W	X	402897	404945	+	2049	466
YJR082C	X	581914	582255	-	342	416
YJL181W	X	85660	87495	+	1836	221
YJR095W	X	609773	610741	+	969	5
YJR086W	X	586068	586400	+	333	387
YJL077C	X	294666	295061	-	396	93
tR(UCU)J2	X	374506	374577	-	72	0
YJR006W	X	449202	450665	+	1464	690
YJR072C	X	570967	572124	-	1158	917
YJL118W	X	191639	192298	+	660	75
YJL184W	X	83448	83819	+	372	384
YJR133W	X	672991	673620	+	630	786
YJR025C	X	471138	471671	-	534	2245
YJR018W	X	466786	467148	+	363	1
YJL095W	X	247255	251691	+	4437	715
YJR147W	X	704196	705272	+	1077	463
YJL043W	X	360130	360903	+	774	10
YJL107C	X	218853	220016	-	1164	346
YJL012C	X	411234	413399	-	2166	1428
YJR121W	X	647607	649142	+	1536	11426
YJL145W	X	145160	146044	+	885	780
YJL153C	X	134332	135933	-	1602	287
YJL088W	X	268799	269815	+	1017	5405
YJR064W	X	555914	557602	+	1689	2962
YJL137C	X	154985	156127	-	1143	209
YJL074C	X	299157	302849	-	3693	941
YJL111W	X	207877	209529	+	1653	3039
YJL158C	X	122265	122948	-	684	3233
YJR016C	X	464451	466208	-	1758	8337
YJR099W	X	615576	616286	+	711	261
YJL208C	X	40194	41183	-	990	686
YJL048C	X	347447	348637	-	1191	1007
YJL197W	X	63805	67569	+	3765	1073
YJR074W	X	573095	573751	+	657	613
YJL127C-B	X	181551	181709	-	159	413
tD(GUC)J4	X	541508	541579	+	72	3
YJL020W-A	X	400981	401238	+	258	0
YJL078C	X	291336	293981	-	2646	1367
YJL165C	X	106894	109461	-	2568	740
YJR117W	X	642007	643368	+	1362	2045
YJR057W	X	544062	544712	+	651	380
YJR160C	X	738008	739816	-	1809	25
YJL134W	X	158188	159417	+	1230	1062
YJL219W	X	19497	21200	+	1704	48
YJL081C	X	283802	285271	-	1470	1073
YJL054W	X	334265	335701	+	1437	1329
YJR137C	X	678957	683285	-	4329	16196
tK(CUU)J	X	414966	415038	+	73	0
YJL038C	X	375115	375774	-	660	87
YJR056C	X	541792	542502	-	711	177
YJL072C	X	305221	305862	-	642	333
YJR152W	X	719666	721297	+	1632	202
YJL142C	X	147819	148211	-	393	19
YJL192C	X	72710	73414	-	705	1483
YJR001W	X	436802	438610	+	1809	2165
YJR110W	X	633615	635681	+	2067	617
YJL190C	X	74910	75302	-	393	12614
YJL182C	X	85435	85752	-	318	0
YJL099W	X	239414	241654	+	2241	421
YJL090C	X	262757	265051	-	2295	391
YJL055W	X	333357	334094	+	738	1114
YJL085W	X	272827	274698	+	1872	506
YJR109C	X	629585	632941	-	3357	5951
YJL167W	X	105014	106072	+	1059	4795
tM(CAU)J3	X	517813	517884	-	72	0
YJL127C	X	182298	184220	-	1923	407
YJR004C	X	442909	444861	-	1953	300
YJL036W	X	378825	380096	+	1272	570
YJL150W	X	137123	137425	+	303	2
YJL168C	X	102227	104428	-	2202	913
YJR036C	X	500713	503391	-	2679	125
YJL162C	X	113878	115629	-	1752	233
YJR106W	X	624838	627015	+	2178	392
YJR043C	X	516461	517513	-	1053	431
YJR066W	X	559416	566828	+	7413	1000
YJL001W	X;X	435163;435344	435227;435926	+;+	648	2183
YJR061W	X	550511	553318	+	2808	433
YJL212C	X	33850	36249	-	2400	579
YJL024C	X;X	395931;396571	396493;396592	-;-	585	466
YJR125C	X	654737	655963	-	1227	956
YJR051W	X	529861	531366	+	1506	643
YJR112W-A	X;X	637790;637859	637809;638168	+;+	330	217
YJR050W	X	528697	529404	+	708	212
YJR011C	X	458641	459426	-	786	321
YJR136C	X	677441	678706	-	1266	235
YJL200C	X	56444	58813	-	2370	10402
YJL188C	X	76202	76510	-	309	292
YJL170C	X	101150	101779	-	630	44
YJL129C	X	173599	177306	-	3708	1212
YJR112W	X	637030	637635	+	606	232
YJR103W	X	620754	622490	+	1737	623
YJL044C	X	358300	359676	-	1377	723
YJL157C	X	123836	126328	-	2493	1186
YJR142W	X	697141	698169	+	1029	533
YJL034W	X	381327	383375	+	2049	8635
YJL183W	X	84068	85336	+	1269	1755
YJR031C	X	486586	490812	-	4227	881
YJL066C	X	314114	314872	-	759	257
YJR077C	X	577255	578190	-	936	4544
YJL064W	X	315175	315570	+	396	1
YJL136W-A	X	156169	156252	+	84	0
YJR010C-A	X	458077	458361	-	285	296
YJR033C	X	492378	496451	-	4074	532
YJL068C	X	313016	313915	-	900	417
YJL112W	X	205305	207449	+	2145	1034
YJL039C	X	368748	373799	-	5052	1887
YJL180C	X	87583	88560	-	978	690
YJL147C	X	141419	142567	-	1149	219
YJR116W	X	640825	641664	+	840	197
YJL025W	X	393967	395511	+	1545	270
YJR062C	X	553476	554849	-	1374	395
YJR090C	X	590872	594327	-	3456	1033
YJR035W	X	497355	500612	+	3258	468
YJL174W	X	95092	95922	+	831	1581
YJL203W	X	53341	54183	+	843	190
YJL014W	X	407558	409162	+	1605	3661
YJL027C	X	391833	392249	-	417	6
